transcript_id,HBR_Rep1_ERCC-Mix2,HBR_Rep2_ERCC-Mix2,HBR_Rep3_ERCC-Mix2,UHR_Rep1_ERCC-Mix1,UHR_Rep2_ERCC-Mix1,UHR_Rep3_ERCC-Mix1
ENST00000656607,0,0,0,0,0,0
ENST00000663419,0,0,0,0,0,0
ENST00000652911,0,0,0,0,0,0
ENST00000662815,0,0,0,0,0,0
ENST00000671076,0,0,0,0,0,0
ENST00000262450,0,0,0,0,0,0
ENST00000475121,0,0,0,0,0,0
ENST00000462991,0,0,0,0,0,0
ENST00000377999,0,0,0,0,0,0
ENST00000496404,0,0,0,0,0,0
ENST00000491020,0,0,0,0,0,0
ENST00000484532,0,0,0,0,0,0
ENST00000234875,0,0,0,0,0,0
ENST00000929468,0,0,0,0,0,0
ENST00000929467,0,0,0,0,0,0
ENST00000929466,0,0,0,0,0,0
ENST00000929469,0,0,0,0,0,0
ENST00000480661,0,0,0,0,0,0
ENST00000929470,0,0,0,0,0,0
ENST00000497965,0,0,0,0,0,0
ENST00000471204,0,0,0,0,0,0
ENST00000465387,0,0,0,0,0,0
ENST00000462296,0,0,0,0,0,0
ENST00000465335,0,0,0,0,0,0
ENST00000455744,0,0,0,0,0,0
ENST00000722469,0,0,0,0,0,0
ENST00000882098,0,0,0,0,0,0
ENST00000466994,0,0,0,0,0,0
ENST00000951264,0,0,0,0,0,0
ENST00000951267,0,0,0,0,0,0
ENST00000951272,0,0,0,0,0,0
ENST00000882103,0,0,0,0,0,0
ENST00000882101,0,0,0,0,0,0
ENST00000951268,0,0,0,0,0,0
ENST00000882104,0,0,0,0,0,0
ENST00000951269,0,0,0,0,0,0
ENST00000882099,0,0,0,0,0,0
ENST00000377939,0,0,0,0,0,0
ENST00000484435,0,0,0,0,0,0
ENST00000922640,0,0,0,0,0,0
ENST00000951270,0,0,0,0,0,0
ENST00000951273,0,0,0,0,0,0
ENST00000951265,0,0,0,0,0,0
ENST00000882102,0,0,0,0,0,0
ENST00000951271,0,0,0,0,0,0
ENST00000951266,0,0,0,0,0,0
ENST00000882100,0,0,0,0,0,0
ENST00000485539,0,0,0,0,0,0
ENST00000496676,0,0,0,0,0,0
ENST00000463453,0,0,0,0,0,0
ENST00000496329,0,0,0,0,0,0
ENST00000492476,0,0,0,0,0,0
ENST00000483336,0,0,0,0,0,0
ENST00000343813,0,0,0,0,0,0
ENST00000495791,0,0,0,0,0,0
ENST00000489498,0,0,0,0,0,0
ENST00000944941,0,0,0,0,0,0
ENST00000875198,0,0,0,0,0,0
ENST00000474756,0,0,0,0,0,0
ENST00000650463,0,0,0,0,0,0
ENST00000796165,0,0,0,0,0,0
ENST00000796167,0,0,0,0,0,0
ENST00000429480,0,0,0,0,0,0
ENST00000796166,0,0,0,0,0,0
ENST00000796171,0,0,0,0,0,0
ENST00000796169,0,0,0,0,0,0
ENST00000796170,0,0,0,0,0,0
ENST00000796168,0,0,0,0,0,0
ENST00000796172,0,0,0,0,0,0
ENST00000796173,0,0,0,0,0,0
ENST00000796174,0,0,0,0,0,0
ENST00000441724,0,0,0,0,0,0
ENST00000377898,0,0,0,0,0,0
ENST00000706530,0,0,0,0,0,0
ENST00000937749,0,0,0,0,0,0
ENST00000377893,0,0,0,0,0,0
ENST00000957092,0,0,0,0,0,0
ENST00000937750,0,0,0,0,0,0
ENST00000940540,0,0,0,0,0,0
ENST00000940539,0,0,0,0,0,0
ENST00000608083,0,0,0,0,0,0
ENST00000361521,0,0,0,0,0,0
ENST00000377842,0,0,0,0,0,0
ENST00000377845,0,0,0,0,0,0
ENST00000377855,0,0,0,0,0,0
ENST00000377860,0,0,0,0,0,0
ENST00000418124,0,0,0,0,0,0
ENST00000867919,0,0,0,0,0,0
ENST00000473466,0,0,0,0,0,0
ENST00000481175,0,0,0,0,0,0
ENST00000607670,0,0,0,0,0,0
ENST00000377837,0,0,0,0,0,0
ENST00000377836,0,0,0,0,0,0
ENST00000471190,0,0,0,0,0,0
ENST00000377834,0,0,0,0,0,0
ENST00000956305,0,0,0,0,0,0
ENST00000854984,0,0,0,0,0,0
ENST00000487437,0,0,0,0,0,0
ENST00000854985,0,0,0,0,0,0
ENST00000489730,0,0,0,0,0,0
ENST00000645284,0,0,0,0,0,0
ENST00000636330,0,0,0,0,0,0
ENST00000585139,0,0,0,0,0,0
ENST00000633651,0,0,0,0,0,0
ENST00000632142,0,0,0,0,0,0
ENST00000418286,0,0,0,0,0,0
ENST00000419034,0,0,0,0,0,0
ENST00000632803,0,0,0,0,0,0
ENST00000632593,0,0,0,0,0,0
ENST00000461727,0,0,0,0,0,0
ENST00000475228,0,0,0,0,0,0
ENST00000478323,0,0,0,0,0,0
ENST00000633239,0,0,0,0,0,0
ENST00000475479,0,0,0,0,0,0
ENST00000636644,0,0,0,0,0,0
ENST00000434576,0,0,0,0,0,0
ENST00000477679,0,0,0,0,0,0
ENST00000468561,0,0,0,0,0,0
ENST00000647810,0,0,0,0,0,0
ENST00000356876,0,0,0,0,0,0
ENST00000473343,0,0,0,0,0,0
ENST00000513135,0,0,0,0,0,0
ENST00000871991,0,0,0,0,0,0
ENST00000377782,0,0,0,0,0,0
ENST00000480393,0,0,0,0,0,0
ENST00000485036,0,0,0,0,0,0
ENST00000925609,0,0,0,0,0,0
ENST00000351959,0,0,0,0,0,0
ENST00000348333,0,0,0,0,0,0
ENST00000351748,0,0,0,0,0,0
ENST00000414040,0,0,0,0,0,0
ENST00000502588,0,0,0,0,0,0
ENST00000502730,0,0,0,0,0,0
ENST00000510563,0,0,0,0,0,0
ENST00000453260,0,0,0,0,0,0
ENST00000475730,0,0,0,0,0,0
ENST00000469691,0,0,0,0,0,0
ENST00000481401,0,0,0,0,0,0
ENST00000461703,0,0,0,0,0,0
ENST00000453341,0,0,0,0,0,0
ENST00000515145,0,0,0,0,0,0
ENST00000487949,0,0,0,0,0,0
ENST00000489097,0,0,0,0,0,0
ENST00000535355,0,0,0,0,0,0
ENST00000674790,0,0,0,0,0,0
ENST00000400913,0,0,0,0,0,0
ENST00000934261,0,0,0,0,0,0
ENST00000377725,0,0,0,0,0,0
ENST00000340850,0,0,0,0,0,0
ENST00000934260,0,0,0,0,0,0
ENST00000377728,0,0,0,0,0,0
ENST00000377748,0,0,0,0,0,0
ENST00000675548,0,0,0,0,0,0
ENST00000377732,0,0,0,0,0,0
ENST00000400915,0,0,0,0,0,0
ENST00000856966,0,0,0,0,0,0
ENST00000948664,0,0,0,0,0,0
ENST00000673471,0,0,0,0,0,0
ENST00000377740,0,0,0,0,0,0
ENST00000948668,0,0,0,0,0,0
ENST00000948667,0,0,0,0,0,0
ENST00000948666,0,0,0,0,0,0
ENST00000948665,0,0,0,0,0,0
ENST00000948663,0,0,0,0,0,0
ENST00000934259,0,0,0,0,0,0
ENST00000856967,0,0,0,0,0,0
ENST00000675694,0,0,0,0,0,0
ENST00000675123,0,0,0,0,0,0
ENST00000537245,0,0,0,0,0,0
ENST00000675976,0,0,0,0,0,0
ENST00000675139,0,0,0,0,0,0
ENST00000676401,0,0,0,0,0,0
ENST00000674943,0,0,0,0,0,0
ENST00000674685,0,0,0,0,0,0
ENST00000676255,0,0,0,0,0,0
ENST00000675093,0,0,0,0,0,0
ENST00000676287,0,0,0,0,0,0
ENST00000675655,0,0,0,0,0,0
ENST00000676362,0,0,0,0,0,0
ENST00000674803,0,0,0,0,0,0
ENST00000750764,0,0,0,0,0,0
ENST00000761774,0,0,0,0,0,0
ENST00000761962,0,0,0,0,0,0
ENST00000675812,0,0,0,0,0,0
ENST00000377705,0,0,0,0,0,0
ENST00000870262,0,0,0,0,0,0
ENST00000870263,0,0,0,0,0,0
ENST00000870264,0,0,0,0,0,0
ENST00000925477,0,0,0,0,0,0
ENST00000925478,0,0,0,0,0,0
ENST00000870265,0,0,0,0,0,0
ENST00000464383,0,0,0,0,0,0
ENST00000462798,0,0,0,0,0,0
ENST00000517213,0,0,0,0,0,0
ENST00000456162,0,0,0,0,0,0
ENST00000460777,0,0,0,0,0,0
ENST00000464665,0,0,0,0,0,0
ENST00000333172,0,0,0,0,0,0
ENST00000351136,0,0,0,0,0,0
ENST00000411823,0,0,0,0,0,0
ENST00000415267,0,0,0,0,0,0
ENST00000377674,0,0,0,0,0,0
ENST00000953434,0,0,0,0,0,0
ENST00000902995,0,0,0,0,0,0
ENST00000902994,0,0,0,0,0,0
ENST00000902993,0,0,0,0,0,0
ENST00000319084,0,0,0,0,0,0
ENST00000902999,0,0,0,0,0,0
ENST00000953435,0,0,0,0,0,0
ENST00000435905,0,0,0,0,0,0
ENST00000902996,0,0,0,0,0,0
ENST00000902997,0,0,0,0,0,0
ENST00000915764,0,0,0,0,0,0
ENST00000915765,0,0,0,0,0,0
ENST00000902998,0,0,0,0,0,0
ENST00000915766,0,0,0,0,0,0
ENST00000915767,0,0,0,0,0,0
ENST00000488936,0,0,0,0,0,0
ENST00000482360,0,0,0,0,0,0
ENST00000498342,0,0,0,0,0,0
ENST00000466813,0,0,0,0,0,0
ENST00000466941,0,0,0,0,0,0
ENST00000377658,0,0,0,0,0,0
ENST00000377663,0,0,0,0,0,0
ENST00000467612,0,0,0,0,0,0
ENST00000496707,0,0,0,0,0,0
ENST00000463043,0,0,0,0,0,0
ENST00000729011,0,0,0,0,0,0
ENST00000806413,0,0,0,0,0,0
ENST00000961800,0,0,0,0,0,0
ENST00000377648,0,0,0,0,0,0
ENST00000495385,0,0,0,0,0,0
ENST00000866303,0,0,0,0,0,0
ENST00000866304,0,0,0,0,0,0
ENST00000054650,0,0,0,0,0,0
ENST00000484676,0,0,0,0,0,0
ENST00000307896,0,0,0,0,0,0
ENST00000922199,0,0,0,0,0,0
ENST00000866305,0,0,0,0,0,0
ENST00000866306,0,0,0,0,0,0
ENST00000922200,0,0,0,0,0,0
ENST00000922198,0,0,0,0,0,0
ENST00000377627,0,0,0,0,0,0
ENST00000484669,0,0,0,0,0,0
ENST00000953195,0,0,0,0,0,0
ENST00000487819,0,0,0,0,0,0
ENST00000472925,0,0,0,0,0,0
ENST00000480647,0,0,0,0,0,0
ENST00000451196,0,0,0,0,0,0
ENST00000885071,0,0,0,0,0,0
ENST00000939001,0,0,0,0,0,0
ENST00000885070,0,0,0,0,0,0
ENST00000885069,0,0,0,0,0,0
ENST00000377577,0,0,0,0,0,0
ENST00000939002,0,0,0,0,0,0
ENST00000885067,0,0,0,0,0,0
ENST00000954226,0,0,0,0,0,0
ENST00000939003,0,0,0,0,0,0
ENST00000954225,0,0,0,0,0,0
ENST00000885068,0,0,0,0,0,0
ENST00000690452,0,0,0,0,0,0
ENST00000689025,0,0,0,0,0,0
ENST00000691481,0,0,0,0,0,0
ENST00000686243,0,0,0,0,0,0
ENST00000688524,0,0,0,0,0,0
ENST00000472414,0,0,0,0,0,0
ENST00000685129,0,0,0,0,0,0
ENST00000689169,0,0,0,0,0,0
ENST00000685360,0,0,0,0,0,0
ENST00000689474,0,0,0,0,0,0
ENST00000690062,0,0,0,0,0,0
ENST00000465508,0,0,0,0,0,0
ENST00000294401,0,0,0,0,0,0
ENST00000885072,0,0,0,0,0,0
ENST00000426784,0,0,0,0,0,0
ENST00000473993,0,0,0,0,0,0
ENST00000685485,0,0,0,0,0,0
ENST00000691444,0,0,0,0,0,0
ENST00000688162,0,0,0,0,0,0
ENST00000469318,0,0,0,0,0,0
ENST00000485073,0,0,0,0,0,0
ENST00000460594,0,0,0,0,0,0
ENST00000693337,0,0,0,0,0,0
ENST00000465911,0,0,0,0,0,0
ENST00000826301,0,0,0,0,0,0
ENST00000414210,0,0,0,0,0,0
ENST00000421469,0,0,0,0,0,0
ENST00000432429,0,0,0,0,0,0
ENST00000635029,0,0,0,0,0,0
ENST00000826302,0,0,0,0,0,0
ENST00000635092,0,0,0,0,0,0
ENST00000654537,0,0,0,0,0,0
ENST00000641757,0,0,0,0,0,0
ENST00000783081,0,0,0,0,0,0
ENST00000783080,0,0,0,0,0,0
ENST00000442889,0,0,0,0,0,0
ENST00000490738,0,0,0,0,0,0
ENST00000303635,0,0,0,0,0,0
ENST00000476163,0,0,0,0,0,0
ENST00000700414,0,0,0,0,0,0
ENST00000473578,0,0,0,0,0,0
ENST00000557126,0,0,0,0,0,0
ENST00000700444,0,0,0,0,0,0
ENST00000700415,0,0,0,0,0,0
ENST00000700416,0,0,0,0,0,0
ENST00000486138,0,0,0,0,0,0
ENST00000467404,0,0,0,0,0,0
ENST00000476864,0,0,0,0,0,0
ENST00000700417,0,0,0,0,0,0
ENST00000461311,0,0,0,0,0,0
ENST00000700418,0,0,0,0,0,0
ENST00000482934,0,0,0,0,0,0
ENST00000433407,0,0,0,0,0,0
ENST00000470648,0,0,0,0,0,0
ENST00000461580,0,0,0,0,0,0
ENST00000472283,0,0,0,0,0,0
ENST00000467267,0,0,0,0,0,0
ENST00000456701,0,0,0,0,0,0
ENST00000384328,0,0,0,0,0,0
ENST00000849843,0,0,0,0,0,0
ENST00000849779,0,0,0,0,0,0
ENST00000849780,0,0,0,0,0,0
ENST00000849781,0,0,0,0,0,0
ENST00000427317,0,0,0,0,0,0
ENST00000751307,0,0,0,0,0,0
ENST00000618051,0,0,0,0,0,0
ENST00000411708,0,0,0,0,0,0
ENST00000751308,0,0,0,0,0,0
ENST00000722702,0,0,0,0,0,0
ENST00000837339,0,0,0,0,0,0
ENST00000837340,0,0,0,0,0,0
ENST00000837343,0,0,0,0,0,0
ENST00000837344,0,0,0,0,0,0
ENST00000440032,0,0,0,0,0,0
ENST00000837342,0,0,0,0,0,0
ENST00000837341,0,0,0,0,0,0
ENST00000759561,0,0,0,0,0,0
ENST00000821780,0,0,0,0,0,0
ENST00000789005,0,0,0,0,0,0
ENST00000700419,0,0,0,0,0,0
ENST00000700445,0,0,0,0,0,0
ENST00000700420,0,0,0,0,0,0
ENST00000700421,0,0,0,0,0,0
ENST00000495233,0,0,0,0,0,0
ENST00000700422,0,0,0,0,0,0
ENST00000602640,0,0,0,0,0,0
ENST00000602973,0,0,0,0,0,0
ENST00000602916,0,0,0,0,0,0
ENST00000710284,0,0,0,0,0,0
ENST00000710285,0,0,0,0,0,0
ENST00000700423,0,0,0,0,0,0
ENST00000700424,0,0,0,0,0,0
ENST00000700425,0,0,0,0,0,0
ENST00000700446,0,0,0,0,0,0
ENST00000700447,0,0,0,0,0,0
ENST00000490905,0,0,0,0,0,0
ENST00000700448,0,0,0,0,0,0
ENST00000700449,0,0,0,0,0,0
ENST00000772896,0,0,0,0,0,0
ENST00000772897,0,0,0,0,0,0
ENST00000054666,0,0,0,0,0,0
ENST00000470357,0,0,0,0,0,0
ENST00000602406,0,0,0,0,0,0
ENST00000487194,0,0,0,0,0,0
ENST00000377532,0,0,0,0,0,0
ENST00000893509,0,0,0,0,0,0
ENST00000893510,0,0,0,0,0,0
ENST00000961535,0,0,0,0,0,0
ENST00000893511,0,0,0,0,0,0
ENST00000377541,0,0,0,0,0,0
ENST00000961536,0,0,0,0,0,0
ENST00000917933,0,0,0,0,0,0
ENST00000961537,0,0,0,0,0,0
ENST00000961538,0,0,0,0,0,0
ENST00000961539,0,0,0,0,0,0
ENST00000613533,0,0,0,0,0,0
ENST00000614998,0,0,0,0,0,0
ENST00000893512,0,0,0,0,0,0
ENST00000361923,0,0,0,0,0,0
ENST00000473653,0,0,0,0,0,0
ENST00000602883,0,0,0,0,0,0
ENST00000789962,0,0,0,0,0,0
ENST00000463106,0,0,0,0,0,0
ENST00000451646,0,0,0,0,0,0
ENST00000494684,0,0,0,0,0,0
ENST00000377516,0,0,0,0,0,0
ENST00000361696,0,0,0,0,0,0
ENST00000054668,0,0,0,0,0,0
ENST00000788099,0,0,0,0,0,0
ENST00000377507,0,0,0,0,0,0
ENST00000875592,0,0,0,0,0,0
ENST00000474475,0,0,0,0,0,0
ENST00000492571,0,0,0,0,0,0
ENST00000674210,0,0,0,0,0,0
ENST00000603760,0,0,0,0,0,0
ENST00000872623,0,0,0,0,0,0
ENST00000493373,0,0,0,0,0,0
ENST00000759764,0,0,0,0,0,0
ENST00000923298,0,0,0,0,0,0
ENST00000923297,0,0,0,0,0,0
ENST00000923301,0,0,0,0,0,0
ENST00000923303,0,0,0,0,0,0
ENST00000923302,0,0,0,0,0,0
ENST00000923299,0,0,0,0,0,0
ENST00000923304,0,0,0,0,0,0
ENST00000923305,0,0,0,0,0,0
ENST00000923306,0,0,0,0,0,0
ENST00000923300,0,0,0,0,0,0
ENST00000923307,0,0,0,0,0,0
ENST00000923308,0,0,0,0,0,0
ENST00000923309,0,0,0,0,0,0
ENST00000872625,0,0,0,0,0,0
ENST00000872626,0,0,0,0,0,0
ENST00000872624,0,0,0,0,0,0
ENST00000460192,0,0,0,0,0,0
ENST00000872627,0,0,0,0,0,0
ENST00000923310,0,0,0,0,0,0
ENST00000872628,0,0,0,0,0,0
ENST00000872629,0,0,0,0,0,0
ENST00000872630,0,0,0,0,0,0
ENST00000493678,0,0,0,0,0,0
ENST00000377493,0,0,0,0,0,0
ENST00000872631,0,0,0,0,0,0
ENST00000923312,0,0,0,0,0,0
ENST00000338639,0,0,0,0,0,0
ENST00000923313,0,0,0,0,0,0
ENST00000465354,0,0,0,0,0,0
ENST00000377491,0,0,0,0,0,0
ENST00000377488,0,0,0,0,0,0
ENST00000497113,0,0,0,0,0,0
ENST00000469225,0,0,0,0,0,0
ENST00000363474,0,0,0,0,0,0
ENST00000641354,0,0,0,0,0,0
ENST00000641100,0,0,0,0,0,0
ENST00000642135,0,0,0,0,0,0
ENST00000474874,0,0,0,0,0,0
ENST00000857124,0,0,0,0,0,0
ENST00000857115,0,0,0,0,0,0
ENST00000857116,0,0,0,0,0,0
ENST00000857123,0,0,0,0,0,0
ENST00000377482,0,0,0,0,0,0
ENST00000963989,0,0,0,0,0,0
ENST00000857117,0,0,0,0,0,0
ENST00000963988,0,0,0,0,0,0
ENST00000857118,0,0,0,0,0,0
ENST00000857119,0,0,0,0,0,0
ENST00000857121,0,0,0,0,0,0
ENST00000857120,0,0,0,0,0,0
ENST00000857122,0,0,0,0,0,0
ENST00000467067,0,0,0,0,0,0
ENST00000469499,0,0,0,0,0,0
ENST00000487559,0,0,0,0,0,0
ENST00000777654,0,0,0,0,0,0
ENST00000777655,0,0,0,0,0,0
ENST00000445300,0,0,0,0,0,0
ENST00000777656,0,0,0,0,0,0
ENST00000777653,0,0,0,0,0,0
ENST00000777657,0,0,0,0,0,0
ENST00000399343,0,0,0,0,0,0
ENST00000777659,0,0,0,0,0,0
ENST00000777668,0,0,0,0,0,0
ENST00000777651,0,0,0,0,0,0
ENST00000777660,0,0,0,0,0,0
ENST00000777652,0,0,0,0,0,0
ENST00000777662,0,0,0,0,0,0
ENST00000777661,0,0,0,0,0,0
ENST00000777658,0,0,0,0,0,0
ENST00000777663,0,0,0,0,0,0
ENST00000777664,0,0,0,0,0,0
ENST00000777665,0,0,0,0,0,0
ENST00000777666,0,0,0,0,0,0
ENST00000777667,0,0,0,0,0,0
ENST00000778016,0,0,0,0,0,0
ENST00000778015,0,0,0,0,0,0
ENST00000778013,0,0,0,0,0,0
ENST00000778014,0,0,0,0,0,0
ENST00000777669,0,0,0,0,0,0
ENST00000777670,0,0,0,0,0,0
ENST00000777671,0,0,0,0,0,0
ENST00000777672,0,0,0,0,0,0
ENST00000777673,0,0,0,0,0,0
ENST00000777675,0,0,0,0,0,0
ENST00000777791,0,0,0,0,0,0
ENST00000777794,0,0,0,0,0,0
ENST00000777798,0,0,0,0,0,0
ENST00000777795,0,0,0,0,0,0
ENST00000777792,0,0,0,0,0,0
ENST00000777793,0,0,0,0,0,0
ENST00000777674,0,0,0,0,0,0
ENST00000777799,0,0,0,0,0,0
ENST00000777796,0,0,0,0,0,0
ENST00000777797,0,0,0,0,0,0
ENST00000453364,0,0,0,0,0,0
ENST00000684850,0,0,0,0,0,0
ENST00000778537,0,0,0,0,0,0
ENST00000778536,0,0,0,0,0,0
ENST00000777800,0,0,0,0,0,0
ENST00000778347,0,0,0,0,0,0
ENST00000778346,0,0,0,0,0,0
ENST00000777814,0,0,0,0,0,0
ENST00000777801,0,0,0,0,0,0
ENST00000777802,0,0,0,0,0,0
ENST00000777803,0,0,0,0,0,0
ENST00000777824,0,0,0,0,0,0
ENST00000777825,0,0,0,0,0,0
ENST00000777816,0,0,0,0,0,0
ENST00000777817,0,0,0,0,0,0
ENST00000777804,0,0,0,0,0,0
ENST00000777805,0,0,0,0,0,0
ENST00000777821,0,0,0,0,0,0
ENST00000670361,0,0,0,0,0,0
ENST00000777806,0,0,0,0,0,0
ENST00000635451,0,0,0,0,0,0
ENST00000777807,0,0,0,0,0,0
ENST00000777820,0,0,0,0,0,0
ENST00000777822,0,0,0,0,0,0
ENST00000777809,0,0,0,0,0,0
ENST00000452982,0,0,0,0,0,0
ENST00000777808,0,0,0,0,0,0
ENST00000777810,0,0,0,0,0,0
ENST00000777811,0,0,0,0,0,0
ENST00000777823,0,0,0,0,0,0
ENST00000777818,0,0,0,0,0,0
ENST00000777812,0,0,0,0,0,0
ENST00000777813,0,0,0,0,0,0
ENST00000364105,0,0,0,0,0,0
ENST00000777815,0,0,0,0,0,0
ENST00000777819,0,0,0,0,0,0
ENST00000424689,0,0,0,0,0,0
ENST00000753408,0,0,0,0,0,0
ENST00000775652,0,0,0,0,0,0
ENST00000775483,0,0,0,0,0,0
ENST00000775477,0,0,0,0,0,0
ENST00000775480,0,0,0,0,0,0
ENST00000775478,0,0,0,0,0,0
ENST00000775479,0,0,0,0,0,0
ENST00000775484,0,0,0,0,0,0
ENST00000775481,0,0,0,0,0,0
ENST00000775482,0,0,0,0,0,0
ENST00000516168,0,0,0,0,0,0
ENST00000876632,0,0,0,0,0,0
ENST00000471889,0,0,0,0,0,0
ENST00000876633,0,0,0,0,0,0
ENST00000289877,0,0,0,0,0,0
ENST00000516445,0,0,0,0,0,0
ENST00000497660,0,0,0,0,0,0
ENST00000481265,0,0,0,0,0,0
ENST00000337907,0,0,0,0,0,0
ENST00000400908,0,0,0,0,0,0
ENST00000377464,0,0,0,0,0,0
ENST00000864419,0,0,0,0,0,0
ENST00000465125,0,0,0,0,0,0
ENST00000467350,0,0,0,0,0,0
ENST00000400907,0,0,0,0,0,0
ENST00000476556,0,0,0,0,0,0
ENST00000505225,0,0,0,0,0,0
ENST00000656437,0,0,0,0,0,0
ENST00000464367,0,0,0,0,0,0
ENST00000488215,0,0,0,0,0,0
ENST00000460659,0,0,0,0,0,0
ENST00000492766,0,0,0,0,0,0
ENST00000464972,0,0,0,0,0,0
ENST00000449895,0,0,0,0,0,0
ENST00000653698,0,0,0,0,0,0
ENST00000444276,0,0,0,0,0,0
ENST00000659924,0,0,0,0,0,0
ENST00000704049,0,0,0,0,0,0
ENST00000480342,0,0,0,0,0,0
ENST00000507012,0,0,0,0,0,0
ENST00000408156,0,0,0,0,0,0
ENST00000605785,0,0,0,0,0,0
ENST00000469251,0,0,0,0,0,0
ENST00000514428,0,0,0,0,0,0
ENST00000704050,0,0,0,0,0,0
ENST00000468247,0,0,0,0,0,0
ENST00000437586,0,0,0,0,0,0
ENST00000428803,0,0,0,0,0,0
ENST00000796433,0,0,0,0,0,0
ENST00000410579,0,0,0,0,0,0
ENST00000445254,0,0,0,0,0,0
ENST00000433876,0,0,0,0,0,0
ENST00000436229,0,0,0,0,0,0
ENST00000935293,0,0,0,0,0,0
ENST00000935296,0,0,0,0,0,0
ENST00000234590,0,0,0,0,0,0
ENST00000935297,0,0,0,0,0,0
ENST00000879696,0,0,0,0,0,0
ENST00000935294,0,0,0,0,0,0
ENST00000464920,0,0,0,0,0,0
ENST00000879706,0,0,0,0,0,0
ENST00000879705,0,0,0,0,0,0
ENST00000879704,0,0,0,0,0,0
ENST00000935307,0,0,0,0,0,0
ENST00000935305,0,0,0,0,0,0
ENST00000879701,0,0,0,0,0,0
ENST00000935303,0,0,0,0,0,0
ENST00000935304,0,0,0,0,0,0
ENST00000647408,0,0,0,0,0,0
ENST00000879698,0,0,0,0,0,0
ENST00000935302,0,0,0,0,0,0
ENST00000935301,0,0,0,0,0,0
ENST00000935298,0,0,0,0,0,0
ENST00000935299,0,0,0,0,0,0
ENST00000935300,0,0,0,0,0,0
ENST00000935295,0,0,0,0,0,0
ENST00000879695,0,0,0,0,0,0
ENST00000971793,0,0,0,0,0,0
ENST00000879707,0,0,0,0,0,0
ENST00000971794,0,0,0,0,0,0
ENST00000879699,0,0,0,0,0,0
ENST00000879700,0,0,0,0,0,0
ENST00000879697,0,0,0,0,0,0
ENST00000971792,0,0,0,0,0,0
ENST00000971798,0,0,0,0,0,0
ENST00000971797,0,0,0,0,0,0
ENST00000971796,0,0,0,0,0,0
ENST00000971795,0,0,0,0,0,0
ENST00000879703,0,0,0,0,0,0
ENST00000646370,0,0,0,0,0,0
ENST00000879694,0,0,0,0,0,0
ENST00000935306,0,0,0,0,0,0
ENST00000879702,0,0,0,0,0,0
ENST00000645609,0,0,0,0,0,0
ENST00000645600,0,0,0,0,0,0
ENST00000497492,0,0,0,0,0,0
ENST00000646660,0,0,0,0,0,0
ENST00000646680,0,0,0,0,0,0
ENST00000618792,0,0,0,0,0,0
ENST00000646906,0,0,0,0,0,0
ENST00000646156,0,0,0,0,0,0
ENST00000643438,0,0,0,0,0,0
ENST00000489867,0,0,0,0,0,0
ENST00000486051,0,0,0,0,0,0
ENST00000492343,0,0,0,0,0,0
ENST00000414948,0,0,0,0,0,0
ENST00000835134,0,0,0,0,0,0
ENST00000442636,0,0,0,0,0,0
ENST00000835135,0,0,0,0,0,0
ENST00000835136,0,0,0,0,0,0
ENST00000364855,0,0,0,0,0,0
ENST00000425872,0,0,0,0,0,0
ENST00000847254,0,0,0,0,0,0
ENST00000847255,0,0,0,0,0,0
ENST00000847252,0,0,0,0,0,0
ENST00000847253,0,0,0,0,0,0
ENST00000424862,0,0,0,0,0,0
ENST00000431968,0,0,0,0,0,0
ENST00000847409,0,0,0,0,0,0
ENST00000847410,0,0,0,0,0,0
ENST00000549778,0,0,0,0,0,0
ENST00000476083,0,0,0,0,0,0
ENST00000377443,0,0,0,0,0,0
ENST00000480186,0,0,0,0,0,0
ENST00000377436,0,0,0,0,0,0
ENST00000377442,0,0,0,0,0,0
ENST00000702996,0,0,0,0,0,0
ENST00000830816,0,0,0,0,0,0
ENST00000830815,0,0,0,0,0,0
ENST00000583026,0,0,0,0,0,0
ENST00000400906,0,0,0,0,0,0
ENST00000377424,0,0,0,0,0,0
ENST00000941832,0,0,0,0,0,0
ENST00000941834,0,0,0,0,0,0
ENST00000941833,0,0,0,0,0,0
ENST00000487492,0,0,0,0,0,0
ENST00000377414,0,0,0,0,0,0
ENST00000484798,0,0,0,0,0,0
ENST00000474145,0,0,0,0,0,0
ENST00000479813,0,0,0,0,0,0
ENST00000486632,0,0,0,0,0,0
ENST00000487835,0,0,0,0,0,0
ENST00000464985,0,0,0,0,0,0
ENST00000473209,0,0,0,0,0,0
ENST00000516595,0,0,0,0,0,0
ENST00000377411,0,0,0,0,0,0
ENST00000961135,0,0,0,0,0,0
ENST00000465853,0,0,0,0,0,0
ENST00000466131,0,0,0,0,0,0
ENST00000782880,0,0,0,0,0,0
ENST00000782879,0,0,0,0,0,0
ENST00000635687,0,0,0,0,0,0
ENST00000385130,0,0,0,0,0,0
ENST00000701624,0,0,0,0,0,0
ENST00000783336,0,0,0,0,0,0
ENST00000782882,0,0,0,0,0,0
ENST00000635405,0,0,0,0,0,0
ENST00000783008,0,0,0,0,0,0
ENST00000701773,0,0,0,0,0,0
ENST00000437157,0,0,0,0,0,0
ENST00000412639,0,0,0,0,0,0
ENST00000665148,0,0,0,0,0,0
ENST00000783009,0,0,0,0,0,0
ENST00000664915,0,0,0,0,0,0
ENST00000635271,0,0,0,0,0,0
